停止理由,セル番号,停止開始時刻,停止解消時刻,停止時間,大工程,中工程,MU名
故障,BRAZE_1,2024/05/30 16:35:26.1286,2024/05/30 16:35:43.8464,17.7178,JSS_WE,BRAZE,WhiteBody:3592
故障,removeJig_1,2024/05/30 16:38:12.7621,2024/05/30 16:38:31.2488,18.4867,JSS_PA,removeJig,WhiteBody:2993
故障,substrateInspectione_1,2024/05/30 16:41:09.2364,2024/05/30 16:41:17.2528,8.0164,JSS_PA,substrateInspectione,WhiteBody:3302
故障,insertJig_1,2024/05/30 16:40:14.9453,2024/05/30 16:41:18.5206,1:03.5753,JSS_PA,insertJig,WhiteBody:3519
故障,substrateInspectione_1,2024/05/30 16:41:59.1451,2024/05/30 16:42:15.0167,15.8716,JSS_PA,substrateInspectione,WhiteBody:3303
故障,FLRCOMP_1,2024/05/30 16:41:53.2456,2024/05/30 16:42:35.6164,42.3708,JSS_WE,FLRCOMP,WhiteBody:3625
故障,sealerOV_1,2024/05/30 16:43:20.7521,2024/05/30 16:43:55.8581,35.1060,JSS_PA,sealerOV,WhiteBody:3329
故障,A_1,2024/05/30 16:43:51.1917,2024/05/30 16:44:28.4917,37.3001,JSS_AF,A,WhiteBody:2938
故障,FLRCOMP_1,2024/05/30 16:44:40.6513,2024/05/30 16:45:12.5035,31.8522,JSS_WE,FLRCOMP,WhiteBody:3627
機種CH,BRAZE_1,2024/05/30 16:43:36.5026,2024/05/30 16:45:36.5026,2:00.0000,JSS_WE,BRAZE,WhiteBody:3601
故障,BRAZE_1,2024/05/30 16:49:06.7526,2024/05/30 16:49:22.9851,16.2325,JSS_WE,BRAZE,WhiteBody:3604
故障,sealerOV_1,2024/05/30 16:50:10.7488,2024/05/30 16:50:43.3282,32.5794,JSS_PA,sealerOV,WhiteBody:3336
故障,insertJig_1,2024/05/30 16:51:23.4860,2024/05/30 16:51:34.0053,10.5193,JSS_PA,insertJig,WhiteBody:3530
故障,substrateInspectione_1,2024/05/30 16:51:46.1272,2024/05/30 16:52:12.4963,26.3691,JSS_PA,substrateInspectione,WhiteBody:3313
故障,BRAZE_1,2024/05/30 16:53:57.3608,2024/05/30 16:54:03.7874,6.4266,JSS_WE,BRAZE,WhiteBody:3609
故障,sealer_1,2024/05/30 16:54:06.0764,2024/05/30 16:54:54.6788,48.6024,JSS_PA,sealer,WhiteBody:3376
故障,substrateInspectione_1,2024/05/30 16:55:00.7221,2024/05/30 16:55:12.0978,11.3756,JSS_PA,substrateInspectione,WhiteBody:3315
機種CH,SR_1,2024/05/30 16:54:19.4351,2024/05/30 16:56:19.4351,2:00.0000,JSS_WE,SR,WhiteBody:3601
故障,INNFRM_GW_1,2024/05/30 16:51:51.8812,2024/05/30 16:57:10.0289,5:18.1477,JSS_WE,INNFRM_GW,WhiteBody:3623
故障,coatingInspection_1,2024/05/30 16:58:35.7181,2024/05/30 16:58:50.5178,14.7997,JSS_PA,coatingInspection,WhiteBody:3122
故障,FRFLR_1,2024/05/30 16:58:16.3060,2024/05/30 16:58:54.9561,38.6502,JSS_WE,FRFLR,WhiteBody:3656
故障,D_1,2024/05/30 16:57:31.4084,2024/05/30 16:59:08.1437,1:36.7353,JSS_AF,D,WhiteBody:2842
故障,FLRCOMP_1,2024/05/30 16:59:48.2718,2024/05/30 17:01:33.5468,1:45.2750,JSS_WE,FLRCOMP,WhiteBody:3641
故障,liquidWrapping_1,2024/05/30 17:10:26.3795,2024/05/30 17:11:16.0216,49.6421,JSS_PA,liquidWrapping,WhiteBody:3035
故障,INNFRM_GW_1,2024/05/30 17:10:28.9142,2024/05/30 17:11:24.4026,55.4884,JSS_WE,INNFRM_GW,WhiteBody:3627
故障,liquidWrapping_1,2024/05/30 17:11:28.3985,2024/05/30 17:11:34.7610,6.3625,JSS_PA,liquidWrapping,WhiteBody:3035
機種CH,TGSub_1,2024/05/30 17:11:20.0104,2024/05/30 17:13:20.0104,2:00.0000,JSS_WE,TGSub,SubPart:9593
故障,removeJig_1,2024/05/30 17:14:22.7698,2024/05/30 17:14:35.4286,12.6588,JSS_PA,removeJig,WhiteBody:3018
故障,substrateInspectione_1,2024/05/30 17:14:26.4295,2024/05/30 17:14:46.0952,19.6658,JSS_PA,substrateInspectione,WhiteBody:3325
故障,G_1,2024/05/30 17:14:38.7263,2024/05/30 17:15:02.0354,23.3091,JSS_AF,G,WhiteBody:2757
故障,FRFLR_1,2024/05/30 17:14:27.9599,2024/05/30 17:15:19.4418,51.4819,JSS_WE,FRFLR,WhiteBody:3662
故障,substrateInspectione_1,2024/05/30 17:15:16.8396,2024/05/30 17:15:38.5334,21.6937,JSS_PA,substrateInspectione,WhiteBody:3325
故障,A_1,2024/05/30 17:15:29.1718,2024/05/30 17:15:51.3283,22.1566,JSS_AF,A,WhiteBody:2959
故障,F3_1,2024/05/30 17:17:37.0792,2024/05/30 17:18:31.5799,54.5007,JSS_WE,F3,WhiteBody:3569
故障,FLRCOMP_1,2024/05/30 17:18:08.1767,2024/05/30 17:18:50.8548,42.6782,JSS_WE,FLRCOMP,WhiteBody:3649
故障,liquidWrapping_1,2024/05/30 17:19:40.9747,2024/05/30 17:20:17.1971,36.2225,JSS_PA,liquidWrapping,WhiteBody:3043
故障,FLRCOMP_1,2024/05/30 17:19:22.5736,2024/05/30 17:20:32.9059,1:10.3322,JSS_WE,FLRCOMP,WhiteBody:3649
故障,CROSSTAR_1,2024/05/30 17:20:33.1573,2024/05/30 17:20:54.4416,21.2843,JSS_WE,RRDOOR,SubPart:9614
故障,substrateInspectione_1,2024/05/30 17:20:33.0351,2024/05/30 17:21:17.1822,44.1471,JSS_PA,substrateInspectione,WhiteBody:3330
故障,BRAZE_1,2024/05/30 17:21:26.8914,2024/05/30 17:21:38.8051,11.9137,JSS_WE,BRAZE,WhiteBody:3625
故障,coatingInspection_1,2024/05/30 17:22:33.5639,2024/05/30 17:22:36.3770,2.8131,JSS_PA,coatingInspection,WhiteBody:3136
機種CH,F1_1,2024/05/30 17:20:45.9146,2024/05/30 17:22:45.9146,2:00.0000,JSS_WE,F1,WhiteBody:3601
故障,BRAZE_1,2024/05/30 17:22:17.6623,2024/05/30 17:22:46.6151,28.9528,JSS_WE,BRAZE,WhiteBody:3626
故障,D_1,2024/05/30 17:23:01.2190,2024/05/30 17:23:15.9824,14.7635,JSS_AF,D,WhiteBody:2856
故障,INNFRM_GW_1,2024/05/30 17:21:47.7036,2024/05/30 17:24:29.5809,2:41.8773,JSS_WE,INNFRM_GW,WhiteBody:3637
故障,F1_1,2024/05/30 17:24:38.1394,2024/05/30 17:25:00.5077,22.3683,JSS_WE,F1,WhiteBody:3602
故障,liquidWrapping_1,2024/05/30 17:24:06.5504,2024/05/30 17:25:01.2957,54.7454,JSS_PA,liquidWrapping,WhiteBody:3047
故障,CROSSTAR_1,2024/05/30 17:25:06.7827,2024/05/30 17:26:15.0737,1:08.2909,JSS_WE,RRDOOR,SubPart:9627
故障,substrateInspectione_1,2024/05/30 17:26:38.1211,2024/05/30 17:26:59.1336,21.0125,JSS_PA,substrateInspectione,WhiteBody:3336
故障,FRFLR_1,2024/05/30 17:27:30.3903,2024/05/30 17:27:47.3988,17.0085,JSS_WE,FRFLR,WhiteBody:3673
故障,D_1,2024/05/30 17:27:08.8912,2024/05/30 17:27:47.4746,38.5834,JSS_AF,D,WhiteBody:2860
故障,F_1,2024/05/30 17:27:08.5780,2024/05/30 17:28:53.2169,1:44.6389,JSS_AF,F,WhiteBody:2806
故障,B_1,2024/05/30 17:29:09.8126,2024/05/30 17:29:33.4698,23.6571,JSS_AF,B,WhiteBody:2921
故障,F2_1,2024/05/30 17:29:30.9842,2024/05/30 17:29:40.8673,9.8831,JSS_WE,F2,WhiteBody:3596
故障,removeJig_1,2024/05/30 17:29:56.6591,2024/05/30 17:30:00.7012,4.0421,JSS_PA,removeJig,WhiteBody:3032
故障,sealer_1,2024/05/30 17:29:28.6525,2024/05/30 17:30:09.0780,40.4255,JSS_PA,sealer,WhiteBody:3401
故障,substrateInspectione_1,2024/05/30 17:30:14.9127,2024/05/30 17:30:27.3818,12.4691,JSS_PA,substrateInspectione,WhiteBody:3339
機種CH,FRFLR_1,2024/05/30 17:28:39.2725,2024/05/30 17:30:39.2725,2:00.0000,JSS_WE,FRFLR,WhiteBody:3674
故障,liquidWrapping_1,2024/05/30 17:30:34.8082,2024/05/30 17:30:54.3517,19.5435,JSS_PA,liquidWrapping,WhiteBody:3053
故障,FLRCOMP_1,2024/05/30 17:30:54.9259,2024/05/30 17:31:47.7740,52.8481,JSS_WE,FLRCOMP,WhiteBody:3659
故障,C_1,2024/05/30 17:31:56.6233,2024/05/30 17:32:36.3262,39.7029,JSS_AF,C,WhiteBody:2894
故障,liquidWrapping_1,2024/05/30 17:31:18.2886,2024/05/30 17:32:59.5331,1:41.2445,JSS_PA,liquidWrapping,WhiteBody:3053
故障,D_1,2024/05/30 17:32:36.8834,2024/05/30 17:33:16.8091,39.9257,JSS_AF,D,WhiteBody:2865
故障,sealer_1,2024/05/30 17:32:48.7806,2024/05/30 17:33:42.3811,53.6005,JSS_PA,sealer,WhiteBody:3404
故障,INNFRM_GW_1,2024/05/30 17:32:15.6345,2024/05/30 17:34:29.6646,2:14.0301,JSS_WE,INNFRM_GW,WhiteBody:3646
故障,substrateInspectione_1,2024/05/30 17:34:15.1532,2024/05/30 17:34:48.8158,33.6626,JSS_PA,substrateInspectione,WhiteBody:3343
機種CH,F2_1,2024/05/30 17:34:02.2935,2024/05/30 17:36:02.2935,2:00.0000,JSS_WE,F2,WhiteBody:3601
故障,D_1,2024/05/30 17:37:41.6381,2024/05/30 17:38:04.3425,22.7044,JSS_AF,D,WhiteBody:2869
故障,BRAZE_1,2024/05/30 17:40:49.6878,2024/05/30 17:41:13.2420,23.5542,JSS_WE,BRAZE,WhiteBody:3641
故障,sealerOV_1,2024/05/30 17:39:29.0980,2024/05/30 17:41:39.9273,2:10.8293,JSS_PA,sealerOV,WhiteBody:3375
故障,substrateInspectione_1,2024/05/30 17:41:25.9117,2024/05/30 17:41:43.9994,18.0877,JSS_PA,substrateInspectione,WhiteBody:3350
故障,INNFRM_GW_1,2024/05/30 17:43:22.8718,2024/05/30 17:44:12.5658,49.6939,JSS_WE,INNFRM_GW,WhiteBody:3655
故障,TGSub_1,2024/05/30 17:47:17.7143,2024/05/30 17:47:19.7243,2.0100,JSS_WE,TGSub,SubPart:9684
故障,liquidWrapping_1,2024/05/30 17:48:26.8128,2024/05/30 17:49:26.6423,59.8295,JSS_PA,liquidWrapping,WhiteBody:3068
機種CH,FLRCOMP_1,2024/05/30 17:47:40.8880,2024/05/30 17:49:40.8880,2:00.0000,JSS_WE,FLRCOMP,WhiteBody:3674
故障,substrateInspectione_1,2024/05/30 17:49:42.3618,2024/05/30 17:49:58.3688,16.0070,JSS_PA,substrateInspectione,WhiteBody:3359
故障,substrateInspectione_1,2024/05/30 17:51:22.6227,2024/05/30 17:52:07.4528,44.8301,JSS_PA,substrateInspectione,WhiteBody:3360
機種CH,F3_1,2024/05/30 17:50:17.9326,2024/05/30 17:52:17.9326,2:00.0000,JSS_WE,F3,WhiteBody:3601
故障,removeJig_1,2024/05/30 17:53:32.8763,2024/05/30 17:53:37.0628,4.1865,JSS_PA,removeJig,WhiteBody:3053
故障,CROSSTAR_1,2024/05/30 17:53:29.4876,2024/05/30 17:53:41.3959,11.9083,JSS_WE,RRDOOR,SubPart:9698
故障,FRFLR_1,2024/05/30 17:54:45.8200,2024/05/30 17:55:33.8188,47.9988,JSS_WE,FRFLR,WhiteBody:3696
故障,FRFLR_1,2024/05/30 17:55:43.9468,2024/05/30 17:55:53.8812,9.9344,JSS_WE,FRFLR,WhiteBody:3696
故障,sealer_1,2024/05/30 17:58:45.2474,2024/05/30 17:59:16.7311,31.4837,JSS_PA,sealer,WhiteBody:3429
故障,F2_1,2024/05/30 18:00:17.7803,2024/05/30 18:00:43.5422,25.7618,JSS_WE,F2,WhiteBody:3625
故障,substrateInspectione_1,2024/05/30 18:00:40.2920,2024/05/30 18:00:59.2978,19.0058,JSS_PA,substrateInspectione,WhiteBody:3369
故障,BRAZE_1,2024/05/30 18:03:14.7819,2024/05/30 18:03:29.4157,14.6338,JSS_WE,BRAZE,WhiteBody:3663
故障,TGSub_1,2024/05/30 18:02:54.9089,2024/05/30 18:03:48.5159,53.6070,JSS_WE,TGSub,SubPart:9723
故障,F3_1,2024/05/30 18:03:48.4108,2024/05/30 18:03:54.2789,5.8681,JSS_WE,F3,WhiteBody:3612
機種CH,INNFRM_GW_1,2024/05/30 18:02:00.3880,2024/05/30 18:04:00.3880,2:00.0000,JSS_WE,INNFRM_GW,WhiteBody:3674
故障,FRFLR_1,2024/05/30 18:04:08.5043,2024/05/30 18:04:33.0676,24.5634,JSS_WE,FRFLR,WhiteBody:3705
故障,BRAZE_1,2024/05/30 18:04:30.4760,2024/05/30 18:04:35.1215,4.6455,JSS_WE,BRAZE,WhiteBody:3664
故障,coatingInspection_1,2024/05/30 18:07:23.4182,2024/05/30 18:07:42.9468,19.5285,JSS_PA,coatingInspection,WhiteBody:3176
故障,D_1,2024/05/30 18:07:48.8595,2024/05/30 18:08:09.0565,20.1970,JSS_AF,D,WhiteBody:2899
故障,CROSSTAR_1,2024/05/30 18:08:44.2776,2024/05/30 18:09:07.9450,23.6674,JSS_WE,RRDOOR,SubPart:9738
故障,FLRCOMP_1,2024/05/30 18:08:42.8472,2024/05/30 18:09:36.3657,53.5185,JSS_WE,FLRCOMP,WhiteBody:3693
故障,F_1,2024/05/30 18:09:41.2760,2024/05/30 18:10:21.8767,40.6008,JSS_AF,F,WhiteBody:2847
故障,sealerOV_1,2024/05/30 18:12:13.5623,2024/05/30 18:12:41.1657,27.6035,JSS_PA,sealerOV,WhiteBody:3405
故障,sealerOV_1,2024/05/30 18:16:03.0413,2024/05/30 18:16:36.8070,33.7656,JSS_PA,sealerOV,WhiteBody:3409
機種CH,BRAZE_1,2024/05/30 18:15:06.0880,2024/05/30 18:17:06.0880,2:00.0000,JSS_WE,BRAZE,WhiteBody:3674
故障,FLRCOMP_1,2024/05/30 18:17:30.0460,2024/05/30 18:18:11.8047,41.7587,JSS_WE,FLRCOMP,WhiteBody:3702
故障,A_1,2024/05/30 18:19:00.9668,2024/05/30 18:19:37.0252,36.0584,JSS_AF,A,WhiteBody:3023
故障,TGSub_1,2024/05/30 18:19:04.1844,2024/05/30 18:20:01.8224,57.6380,JSS_WE,TGSub,SubPart:9766
故障,FLRCOMP_1,2024/05/30 18:22:07.7302,2024/05/30 18:22:23.6868,15.9566,JSS_WE,FLRCOMP,WhiteBody:3706
故障,A_1,2024/05/30 18:21:21.0034,2024/05/30 18:22:31.9255,1:10.9221,JSS_AF,A,WhiteBody:3024
故障,sealer_1,2024/05/30 18:24:52.4973,2024/05/30 18:25:37.8996,45.4023,JSS_PA,sealer,WhiteBody:3454
機種CH,SR_1,2024/05/30 18:25:33.3880,2024/05/30 18:27:33.3880,2:00.0000,JSS_WE,SR,WhiteBody:3674
故障,substrateInspectione_1,2024/05/30 18:27:40.9534,2024/05/30 18:27:51.0250,10.0716,JSS_PA,substrateInspectione,WhiteBody:3395
故障,FLRCOMP_1,2024/05/30 18:28:24.3900,2024/05/30 18:28:44.4598,20.0698,JSS_WE,FLRCOMP,WhiteBody:3712
機種CH,TGSub_1,2024/05/30 18:27:23.3880,2024/05/30 18:29:23.3880,2:00.0000,JSS_WE,TGSub,SubPart:9787
故障,BRAZE_1,2024/05/30 18:29:30.3796,2024/05/30 18:29:36.9543,6.5746,JSS_WE,BRAZE,WhiteBody:3686
故障,F2_1,2024/05/30 18:29:35.3006,2024/05/30 18:29:47.3487,12.0481,JSS_WE,F2,WhiteBody:3653
故障,TGSub_1,2024/05/30 18:30:05.5086,2024/05/30 18:30:08.2173,2.7087,JSS_WE,TGSub,SubPart:9787
故障,FRFLR_1,2024/05/30 18:32:00.2973,2024/05/30 18:32:24.5543,24.2570,JSS_WE,FRFLR,WhiteBody:3733
故障,liquidWrapping_1,2024/05/30 18:31:39.9662,2024/05/30 18:32:57.2838,1:17.3175,JSS_PA,liquidWrapping,WhiteBody:3111
故障,liquidWrapping_1,2024/05/30 18:33:57.2201,2024/05/30 18:34:23.4844,26.2643,JSS_PA,liquidWrapping,WhiteBody:3112
故障,F2_1,2024/05/30 18:34:44.7731,2024/05/30 18:35:08.4016,23.6285,JSS_WE,F2,WhiteBody:3656
故障,TGSub_1,2024/05/30 18:35:37.5475,2024/05/30 18:35:45.7887,8.2412,JSS_WE,TGSub,SubPart:9804
故障,sealer_1,2024/05/30 18:39:44.1503,2024/05/30 18:40:11.4472,27.2969,JSS_PA,sealer,WhiteBody:3468
故障,substrateInspectione_1,2024/05/30 18:41:27.0580,2024/05/30 18:41:53.4731,26.4151,JSS_PA,substrateInspectione,WhiteBody:3408
故障,BRAZE_1,2024/05/30 18:43:05.7413,2024/05/30 18:43:15.1532,9.4119,JSS_WE,BRAZE,WhiteBody:3701
故障,sealerOV_1,2024/05/30 18:43:26.9867,2024/05/30 18:43:33.8610,6.8743,JSS_PA,sealerOV,WhiteBody:3435
機種CH,F1_1,2024/05/30 18:42:00.0880,2024/05/30 18:44:00.0880,2:00.0000,JSS_WE,F1,WhiteBody:3674
故障,substrateInspectione_1,2024/05/30 18:43:34.4799,2024/05/30 18:44:04.5814,30.1015,JSS_PA,substrateInspectione,WhiteBody:3409
故障,FRFLR_1,2024/05/30 18:45:40.7955,2024/05/30 18:45:41.9008,1.1053,JSS_WE,FRFLR,WhiteBody:3747
故障,INNFRM_GW_1,2024/05/30 18:44:53.2774,2024/05/30 18:46:05.5568,1:12.2794,JSS_WE,INNFRM_GW,WhiteBody:3716
故障,substrateInspectione_1,2024/05/30 18:46:21.1755,2024/05/30 18:46:44.6504,23.4748,JSS_PA,substrateInspectione,WhiteBody:3412
故障,G_1,2024/05/30 18:47:09.2810,2024/05/30 18:47:09.4712,0.1902,JSS_AF,G,WhiteBody:2848
故障,substrateInspectione_1,2024/05/30 18:48:05.1125,2024/05/30 18:48:10.9417,5.8292,JSS_PA,substrateInspectione,WhiteBody:3413
故障,B_1,2024/05/30 18:48:18.3120,2024/05/30 18:48:44.3718,26.0598,JSS_AF,B,WhiteBody:3000
故障,CROSSTAR_1,2024/05/30 18:53:50.0926,2024/05/30 18:54:41.0333,50.9407,JSS_WE,RRDOOR,SubPart:9831
故障,CROSSTAR_1,2024/05/30 19:01:56.7273,2024/05/30 19:02:01.3350,4.6077,JSS_WE,RRDOOR,SubPart:9831
故障,CROSSTAR_1,2024/05/30 19:33:00.4139,2024/05/30 19:33:28.5147,28.1009,JSS_WE,RRDOOR,SubPart:9831
故障,D_1,2024/05/30 19:35:19.9558,2024/05/30 19:36:05.4163,45.4606,JSS_AF,D,WhiteBody:2941
故障,substrateInspectione_1,2024/05/30 19:36:52.4352,2024/05/30 19:36:57.6183,5.1832,JSS_PA,substrateInspectione,WhiteBody:3417
故障,removeJig_1,2024/05/30 19:38:11.9456,2024/05/30 19:38:31.1912,19.2456,JSS_PA,removeJig,WhiteBody:3110
故障,liquidWrapping_1,2024/05/30 19:38:00.5684,2024/05/30 19:38:46.6260,46.0576,JSS_PA,liquidWrapping,WhiteBody:3130
故障,substrateInspectione_1,2024/05/30 19:39:52.0300,2024/05/30 19:40:08.6648,16.6349,JSS_PA,substrateInspectione,WhiteBody:3420
故障,coatingInspection_1,2024/05/30 19:40:02.8168,2024/05/30 19:40:23.8183,21.0015,JSS_PA,coatingInspection,WhiteBody:3221
故障,C_1,2024/05/30 19:41:16.5776,2024/05/30 19:41:35.1500,18.5724,JSS_AF,C,WhiteBody:2978
機種CH,F2_1,2024/05/30 19:41:49.2880,2024/05/30 19:43:49.2880,2:00.0000,JSS_WE,F2,WhiteBody:3674
故障,F_1,2024/05/30 19:42:37.2348,2024/05/30 19:44:04.0725,1:26.8377,JSS_AF,F,WhiteBody:2894
故障,substrateInspectione_1,2024/05/30 19:44:46.4912,2024/05/30 19:45:04.7202,18.2290,JSS_PA,substrateInspectione,WhiteBody:3425
故障,F1_1,2024/05/30 19:44:55.0183,2024/05/30 19:46:03.5531,1:08.5348,JSS_WE,F1,WhiteBody:3687
故障,A_1,2024/05/30 19:44:52.1254,2024/05/30 19:46:07.4051,1:15.2797,JSS_AF,A,WhiteBody:3062
故障,substrateInspectione_1,2024/05/30 19:46:08.4577,2024/05/30 19:46:14.7723,6.3146,JSS_PA,substrateInspectione,WhiteBody:3426
故障,substrateInspectione_1,2024/05/30 19:48:35.1900,2024/05/30 19:48:36.7811,1.5911,JSS_PA,substrateInspectione,WhiteBody:3429
故障,substrateInspectione_1,2024/05/30 19:49:08.4606,2024/05/30 19:49:20.1328,11.6722,JSS_PA,substrateInspectione,WhiteBody:3429
故障,substrateInspectione_1,2024/05/30 19:49:45.8532,2024/05/30 19:49:58.8698,13.0166,JSS_PA,substrateInspectione,WhiteBody:3430
故障,CROSSTAR_1,2024/05/30 19:49:35.7540,2024/05/30 19:50:56.5471,1:20.7931,JSS_WE,RRDOOR,SubPart:9893
故障,substrateInspectione_1,2024/05/30 19:51:09.9887,2024/05/30 19:51:20.9432,10.9545,JSS_PA,substrateInspectione,WhiteBody:3431
故障,TGSub_1,2024/05/30 19:52:40.1703,2024/05/30 19:53:01.9024,21.7321,JSS_WE,TGSub,SubPart:9904
故障,substrateInspectione_1,2024/05/30 19:53:03.7914,2024/05/30 19:53:11.8051,8.0136,JSS_PA,substrateInspectione,WhiteBody:3433
故障,F1_1,2024/05/30 19:54:01.8560,2024/05/30 19:54:55.1996,53.3436,JSS_WE,F1,WhiteBody:3695
故障,substrateInspectione_1,2024/05/30 19:55:38.2591,2024/05/30 19:56:07.7910,29.5319,JSS_PA,substrateInspectione,WhiteBody:3435
故障,F1_1,2024/05/30 19:56:48.1813,2024/05/30 19:57:11.8883,23.7069,JSS_WE,F1,WhiteBody:3697
機種CH,F3_1,2024/05/30 19:55:14.4880,2024/05/30 19:57:14.4880,2:00.0000,JSS_WE,F3,WhiteBody:3674
故障,sealer_1,2024/05/30 19:57:14.8993,2024/05/30 19:57:54.9789,40.0796,JSS_PA,sealer,WhiteBody:3500
故障,removeJig_1,2024/05/30 19:58:11.1002,2024/05/30 19:58:26.4788,15.3786,JSS_PA,removeJig,WhiteBody:3130
故障,sealerOV_1,2024/05/30 19:57:54.9538,2024/05/30 19:58:28.2414,33.2876,JSS_PA,sealerOV,WhiteBody:3465
故障,sealer_1,2024/05/30 19:59:29.4346,2024/05/30 19:59:38.9182,9.4836,JSS_PA,sealer,WhiteBody:3502
故障,BRAZE_1,2024/05/30 19:59:43.3497,2024/05/30 19:59:52.9714,9.6217,JSS_WE,BRAZE,WhiteBody:3730
故障,FLRCOMP_1,2024/05/30 20:01:28.4850,2024/05/30 20:02:00.4337,31.9487,JSS_WE,FLRCOMP,WhiteBody:3760
故障,FRFLR_1,2024/05/30 20:01:18.1842,2024/05/30 20:02:48.8888,1:30.7046,JSS_WE,FRFLR,WhiteBody:3776
故障,substrateInspectione_1,2024/05/30 20:02:43.3784,2024/05/30 20:03:41.6164,58.2380,JSS_PA,substrateInspectione,WhiteBody:3442
故障,liquidWrapping_1,2024/05/30 20:06:43.2669,2024/05/30 20:07:28.0340,44.7671,JSS_PA,liquidWrapping,WhiteBody:3158
故障,F2_1,2024/05/30 20:07:27.2221,2024/05/30 20:08:20.7199,53.4978,JSS_WE,F2,WhiteBody:3697
故障,substrateInspectione_1,2024/05/30 20:09:22.1732,2024/05/30 20:09:23.9058,1.7325,JSS_PA,substrateInspectione,WhiteBody:3448
故障,A_1,2024/05/30 20:09:28.8270,2024/05/30 20:10:08.1577,39.3308,JSS_AF,A,WhiteBody:3086
故障,substrateInspectione_1,2024/05/30 20:11:46.4482,2024/05/30 20:12:03.1037,16.6555,JSS_PA,substrateInspectione,WhiteBody:3451
故障,sealerOV_1,2024/05/30 20:12:20.8942,2024/05/30 20:12:23.3158,2.4216,JSS_PA,sealerOV,WhiteBody:3479
故障,substrateInspectione_1,2024/05/30 20:12:38.3930,2024/05/30 20:12:51.6508,13.2578,JSS_PA,substrateInspectione,WhiteBody:3451
故障,substrateInspectione_1,2024/05/30 20:13:03.9444,2024/05/30 20:13:16.4867,12.5423,JSS_PA,substrateInspectione,WhiteBody:3452
故障,sealer_1,2024/05/30 20:13:34.1347,2024/05/30 20:14:40.2898,1:06.1551,JSS_PA,sealer,WhiteBody:3515
故障,A_1,2024/05/30 20:15:01.5446,2024/05/30 20:16:32.7823,1:31.2377,JSS_AF,A,WhiteBody:3091
故障,F_1,2024/05/30 20:15:26.6854,2024/05/30 20:17:29.6847,2:02.9993,JSS_AF,F,WhiteBody:2925
故障,sealer_1,2024/05/30 20:17:25.3001,2024/05/30 20:17:35.3026,10.0025,JSS_PA,sealer,WhiteBody:3518
故障,substrateInspectione_1,2024/05/30 20:20:06.4319,2024/05/30 20:20:52.0366,45.6047,JSS_PA,substrateInspectione,WhiteBody:3459
故障,removeJig_1,2024/05/30 20:21:13.7744,2024/05/30 20:21:24.9214,11.1470,JSS_PA,removeJig,WhiteBody:3152
故障,liquidWrapping_1,2024/05/30 20:22:18.7966,2024/05/30 20:22:39.3721,20.5755,JSS_PA,liquidWrapping,WhiteBody:3173
故障,coatingInspection_1,2024/05/30 20:23:34.4176,2024/05/30 20:24:13.9331,39.5155,JSS_PA,coatingInspection,WhiteBody:3264
故障,removeJig_1,2024/05/30 20:24:16.4080,2024/05/30 20:24:30.2890,13.8810,JSS_PA,removeJig,WhiteBody:3155
故障,FRFLR_1,2024/05/30 20:24:10.9091,2024/05/30 20:24:41.9824,31.0733,JSS_WE,FRFLR,WhiteBody:3799
故障,BRAZE_1,2024/05/30 20:25:34.0499,2024/05/30 20:25:42.7225,8.6726,JSS_WE,BRAZE,WhiteBody:3757
故障,substrateInspectione_1,2024/05/30 20:28:22.3913,2024/05/30 20:28:57.1490,34.7576,JSS_PA,substrateInspectione,WhiteBody:3467
故障,INNFRM_GW_1,2024/05/30 20:22:06.1485,2024/05/30 20:29:28.2228,7:22.0743,JSS_WE,INNFRM_GW,WhiteBody:3767
故障,substrateInspectione_1,2024/05/30 20:29:02.2137,2024/05/30 20:29:35.0268,32.8131,JSS_PA,substrateInspectione,WhiteBody:3467
故障,removeJig_1,2024/05/30 20:30:58.5911,2024/05/30 20:31:04.7135,6.1224,JSS_PA,removeJig,WhiteBody:3161
故障,B_1,2024/05/30 20:31:22.6779,2024/05/30 20:32:18.9938,56.3159,JSS_AF,B,WhiteBody:3058
故障,FRFLR_1,2024/05/30 20:31:56.3729,2024/05/30 20:32:26.3534,29.9805,JSS_WE,FRFLR,WhiteBody:3801
故障,CROSSTAR_1,2024/05/30 20:32:31.9941,2024/05/30 20:32:36.3829,4.3888,JSS_WE,RRDOOR,SubPart:10006
故障,FLRCOMP_1,2024/05/30 20:32:45.2649,2024/05/30 20:33:14.3195,29.0546,JSS_WE,FLRCOMP,WhiteBody:3785
故障,substrateInspectione_1,2024/05/30 20:33:32.3224,2024/05/30 20:33:45.8860,13.5635,JSS_PA,substrateInspectione,WhiteBody:3471
故障,liquidWrapping_1,2024/05/30 20:34:56.9129,2024/05/30 20:35:43.3871,46.4742,JSS_PA,liquidWrapping,WhiteBody:3185
故障,coatingInspection_1,2024/05/30 20:35:34.7984,2024/05/30 20:35:59.9324,25.1340,JSS_PA,coatingInspection,WhiteBody:3275
故障,removeJig_1,2024/05/30 20:36:13.3348,2024/05/30 20:36:19.5816,6.2468,JSS_PA,removeJig,WhiteBody:3166
故障,substrateInspectione_1,2024/05/30 20:40:32.0056,2024/05/30 20:40:58.2814,26.2758,JSS_PA,substrateInspectione,WhiteBody:3478
